level of chapter,level,normal words,bonus words,5 coins word,25 coins word
13,1901,pier - pile - pipe - prep - rile - ripe - peril - piper - ripple,,,
14,1902,con - eel - hen - hoe - cone - echo - heel - hole - hone - lone - noel - once - clone - hence - leech - echelon,,,
15,1903,chic - chip - hips - pics - ship - spicy - psychic,,,
16,1904,hoop - hoot - onto - pony - toon - typo - photo - photon - python - typhoon,,,
1,1905,dude - herd - nerd - rend - rude - rune - under - hundred,,,
2,1906,afro - foal - foam - fora - form - from - loaf - loam - oral - roam - molar - moral - formal,,,
3,1907,cave - coat - cove - taco - veto - vote - covet - octave,,,
4,1908,germ - grim - mime - mire - grime - grimmer,,,
5,1909,ace - ale - bah - cab - lab - ache - blah - each - heal - beach - belch - leach - bleach,,,
6,1910,hint - king - knit - nigh - thin - night - thing - think - knight,,,
7,1911,exit - lite - text - tile - tilt - elite - exile - title - textile,,,
8,1912,see - set - tee - rest - sect - seer - tree - crest - erect - reset - scree - steer - terse - secret - secrete,,,
9,1913,clue - cope - coup - lope - pole - coupe - couple,,,
10,1914,con - cot - lot - not - ton - too - clot - cool - coot - corn - loon - loot - onto - root - tool - toon - torn - colon - croon - control,,,
11,1915,coy - cry - cur - cut - our - out - rot - rut - toy - try - you - curt - rout - tour - your - court - outcry,,,
12,1916,fool - foul - four - loom - moor - roof - room - floor - flour - forum - roomful,,,
13,1917,emit - item - mite - mote - move - omit - time - tome - movie - motive,,,
14,1918,gnus - guns - guys - lugs - lung - slug - snug - sung - ugly - slung - snugly,,,
15,1919,gram - prom - ramp - roar - romp - armor - program,,,
16,1920,able - acne - bale - bane - bean - cane - clan - lace - lane - lean - banal - cabal - cable - canal - clean - lance - balance,,,
1,1921,dour - drug - dung - rung - undo - gourd - round - ground,,,
2,1922,hot - hut - out - tot - host - oust - shot - shut - thou - thus - tout - tush - tutu - shout - south - stout - shutout,,,
3,1923,ion - moo - sim - sin - son - sum - sun - mono - moon - onus - soon - sumo - minus - ominous,,,
4,1924,ate - eat - sat - sea - set - sue - tau - tea - use - east - seat - stat - taut - test - state - taste - astute - attest - statue - statute,,,
5,1925,add - ads - aid - dad - did - sad - aide - dead - idea - said - side - added - aside - daddies,,,
6,1926,chin - heir - hire - inch - nice - rein - rice - rich - nicer - niche - enrich,,,
7,1927,laps - lash - lass - pals - pass - sash - slap - spas - slash - splash,,,
8,1928,plus - puss - slur - spur - slurp - usurp - surplus,,,
9,1929,cyan - nary - racy - yarn - canny - cranny,,,
10,1930,errs - fees - free - here - hers - reef - refs - freer - fresh - refer - sheer - refresh,,,
11,1931,imps - mops - pies - poem - pose - semi - some - poise - impose,,,
12,1932,ban - bee - bun - eel - nab - nub - able - bale - bane - bean - beau - been - blue - lane - lean - lube - enable - nebula - unable - nebulae,,,
13,1933,leap - pale - peal - plea - equal - plaque,,,
14,1934,rest - ruse - rust - ruts - sets - sues - sure - true - user - uses - truss - russet - surest,,,
15,1935,ail - aim - any - lam - lay - man - may - mil - nay - nil - yam - yin - lain - mail - main - nail - inlay - manly - mainly,,,
16,1936,blob - bore - core - lobe - lore - robe - role - cobble - clobber - cobbler,,,
1,1937,ahem - amen - mane - mean - menu - name - human - humane,,,
2,1938,fell - felt - file - fill - flit - left - life - lift - lilt - lite - tell - tile - till - filet - fillet,,,
3,1939,con - cot - cut - hot - hut - not - nut - out - ton - ouch - thou - unto - count - notch - touch - uncut - uncouth,,,
4,1940,bout - burr - riot - rout - tour - trio - burro - orbit - turbo - burrito,,,
5,1941,ado - bad - bar - boa - bod - bra - bro - dab - oar - orb - rad - rob - rod - boar - drab - road - broad - aboard - abroad,,,
6,1942,bola - buff - flab - foal - foul - loaf - afoul - bluff - buffalo,,,
7,1943,due - fed - fee - see - suede - defuse,,,
8,1944,clan - lain - lair - liar - nail - rail - rain - cairn - canal - carnal - racial - cranial,,,
9,1945,ale - all - are - ear - era - lay - lye - ray - yea - earl - lyre - real - rely - year - yell - alley - layer - rally - relay - really,,,
10,1946,ores - rest - rose - rote - rots - sore - sort - toes - tore - trek - stoke - store - stork - stroke,,,
11,1947,aunt - hunt - math - than - tuna - haunt - manhunt,,,
12,1948,fire - free - reef - rice - rife - crier - freer - refer - fierce - fiercer,,,
13,1949,beg - big - gel - ire - leg - lie - rib - rig - bile - brie - brig - girl - glib - rile - bilge - gerbil,,,
14,1950,flue - fuel - fuse - hues - huff - lush - self - flesh - flush - shelf - shuffle,,,
15,1951,arch - barn - bran - carb - char - crab - ranch - branch,,,
16,1952,avid - dial - diva - laid - land - vain - vial - anvil - divan - livid - valid - inlaid - invalid,,,
1,1953,ally - away - hall - wall - allay - hallway,,,
2,1954,apps - naps - nays - pans - pays - snap - span - nappy - sappy - snappy,,,
3,1955,ever - over - reek - rove - veer - evoke - revoke,,,
4,1956,eel - let - pet - set - tee - else - lest - peel - pelt - pest - seep - step - sleep - sleet - slept - steel - steep - tepee - steeple,,,
5,1957,lye - one - pen - ply - yen - yep - yon - lone - lope - noel - nope - only - open - peon - ploy - pole - pony - yelp - pylon - openly,,,
6,1958,hoop - hoot - onto - toon - photo - photon,,,
7,1959,bit - bus - but - cub - its - sit - sub - tic - tis - tub - bust - stub - suit - cubist - biscuit,,,
8,1960,ages - egos - goes - sage - sago - sags - seas - sues - uses - gases - guess - oases - usage - gaseous,,,
9,1961,doe - ode - ops - pod - sod - sop - deep - dope - dose - pose - sped - speed - depose,,,
10,1962,gift - gilt - hilt - fight - filth - light - flight,,,
11,1963,ate - eat - sat - sea - tea - east - seat - stat - test - state - taste - attest,,,
12,1964,cent - peer - pent - pert - rent - teen - tern - tree - creep - crepe - crept - enter - erect - preen - recent - repent - percent,,,
13,1965,den - din - end - inn - ire - red - rid - dine - dire - nerd - nine - rein - rend - ride - diner - inner - dinner,,,
14,1966,aced - acne - cane - cede - dean - need - dance - accede - cadence,,,
15,1967,dial - gait - glad - laid - tail - digit - tidal - digital,,,
16,1968,bell - bile - bill - blue - bull - ills - isle - lies - lube - sell - sill - libel - bullies,,,
1,1969,arm - man - mar - moo - nor - oar - ram - ran - moan - mono - moon - moor - norm - roan - room - manor - roman - maroon,,,
2,1970,gilt - hilt - tilt - light - tight - tightly,,,
3,1971,are - art - ate - ear - era - err - tar - tea - tee - rare - rate - rear - tart - tear - tree - eater - rater - terra - treat - retreat,,,
4,1972,holy - host - lost - lots - rosy - rots - shot - slot - sort - toys - hotly - short - sloth - story - shortly,,,
5,1973,her - see - she - here - seer - cheer - scree - sheer - screech,,,
6,1974,cork - hock - icky - rich - rock - choir - rocky - hickory,,,
7,1975,curt - cuts - rust - ruts - stir - suit - tics - crust - citrus - rustic,,,
8,1976,dens - digs - ding - ends - send - side - sign - sine - sing - deign - singe - snide - design,,,
9,1977,died - dine - dire - nerd - rein - rend - ride - rind - diner - dried - ridden,,,
10,1978,gore - hero - hope - ogre - pore - repo - rope - grope - gopher,,,
11,1979,chef - file - lice - life - chief - chile - chiefly,,,
12,1980,aims - hams - hiss - mash - mass - miss - sash - sham - smash - sashimi,,,
13,1981,dorm - dram - road - roam - roar - ardor - armor - ramrod,,,
14,1982,ease - east - eats - seat - stat - teas - tees - test - state - taste - tease - estate,,,
15,1983,all - alt - bat - bot - lab - lot - oat - tab - alto - ball - blot - boat - bola - boll - bolt - tall - toll - atoll - bloat - ballot,,,
16,1984,airy - lair - liar - pail - pair - para - play - pray - rail - parlay - airplay,,,
1,1985,eons - moos - nose - omen - ones - seem - seen - some - soon - noose - someone,,,
2,1986,lime - lyre - mile - mire - rely - merry - merrily,,,
3,1987,con - cue - cur - one - ore - our - rue - run - urn - cone - core - corn - cure - euro - once - crone - ounce - recon - conjure,,,
4,1988,clot - colt - cook - cool - coot - lock - look - loot - lout - luck - took - tool - tuck - clout - lockout,,,
5,1989,epic - ices - pics - pies - spec - spice - spicy - specify,,,
6,1990,ail - aim - lam - mam - mil - nil - lain - mail - main - mama - nail - anima - mania - animal - mailman,,,
7,1991,eel - gee - gel - led - leg - see - edge - else - glee - sled - ledge - sedge - sledge,,,
8,1992,oops - poor - pros - sons - sops - snoop - spoon - spoor - sponsor,,,
9,1993,bane - bare - barn - bean - bear - bran - raze - zebra - brazen,,,
10,1994,deem - demo - dome - dote - meet - mode - mote - tome - emote - demote,,,
11,1995,lite - rile - rite - tier - tile - tire - liter - title - trite - litter,,,
12,1996,earl - earn - lane - lean - lure - near - real - rule - rune - learn - lunar - renal - neural - unreal,,,
13,1997,horn - torn - town - worn - north - thorn - throw - worth - thrown,,,
14,1998,calf - cult - fact - flat - tact - talc - taut - tuft - fault - tactful,,,
15,1999,ape - apt - ate - eat - pat - pea - pet - put - tap - tau - tea - kept - pate - peak - peat - take - tape - teak - taupe - uptake,,,
16,2000,blog - bone - bong - glen - glob - gone - lobe - lone - long - noel - ogle - globe - noble - belong,,,
1,2001,goth - gout - thou - thug - tout - ought - tough - though - thought,,,
2,2002,acts - cast - cats - cuts - suit - tics - cacti - cactus - caustic,,,
3,2003,dole - done - lend - lode - lone - loon - node - noel - olden - noodle,,,
4,2004,here - teen - thee - then - tree - enter - ether - there - three - nether,,,
5,2005,net - nut - rut - ten - rent - rune - runt - tern - true - tune - turn - tuner - untrue,,,
6,2006,deep - dope - expo - lope - peel - pled - pole - elope - expel - explode,,,
7,2007,gene - gent - glee - glen - lent - gentle - genteel,,,
8,2008,fore - fort - fret - frog - gore - ogre - rote - tore - forge - forte - forget,,,
9,2009,news - sewn - sine - wine - wins - wise - sinew - swine - unwise,,,
10,2010,code - coed - cord - doer - redo - rode - coder - credo - decor - order - record,,,
11,2011,feel - file - fine - flee - lien - life - line - elfin - feline,,,
12,2012,heel - keel - leek - leer - reek - reel - cheek - cheer - clerk - creek - leech - heckler,,,
13,2013,ads - and - den - end - sad - sea - dean - sand - sane - sass - sedan - sadness,,,
14,2014,ever - rave - veer - wave - wear - were - waver - weave - weaver,,,
15,2015,age - ail - ale - all - gal - gel - ill - lag - leg - lie - gale - gall - gill - agile - legal - illegal,,,
16,2016,acne - cafe - cane - face - nice - nine - inane - canine - finance,,,
1,2017,beg - bet - bog - bot - get - got - leg - let - lob - lot - toe - belt - blog - blot - bolt - glob - lobe - ogle - globe - goblet,,,
2,2018,cite - emit - item - mice - mime - mite - time - mimic - mimetic,,,
3,2019,hard - lady - lard - yard - hydra - hardly,,,
4,2020,gels - gill - glue - gull - ills - isle - legs - lies - luge - lugs - sell - sill - slug - guile - guise - gullies,,,
5,2021,con - cur - nor - our - run - urn - corn - croc - occur - concur,,,
6,2022,horn - tong - torn - north - thong - thorn - throng,,,
7,2023,ado - aid - aim - dam - dim - din - don - ion - mad - man - mid - nod - maid - mind - domain,,,
8,2024,fore - pore - repo - rope - offer - proffer,,,
9,2025,irks - ribs - risk - silk - brisk - briskly,,,
10,2026,ants - aunt - last - lats - lust - nuts - salt - slat - stun - tans - tuna - slant - sultan,,,
11,2027,arm - mag - mam - mar - rag - ram - gram - mama - gamma - magma - grammar,,,
12,2028,lain - limo - lion - loam - loan - loin - mail - main - moan - nail - amino - oilman - nominal,,,
13,2029,ail - air - oar - oil - sir - also - lair - liar - oral - rail - roil - sail - silo - soar - soil - solar - sailor,,,
14,2030,aide - aids - avid - diva - dive - idea - said - save - side - vase - vied - visa - vise - aside - advise,,,
15,2031,ire - tie - wet - wit - rite - tier - tire - wire - writ - trite - write - twitter,,,
16,2032,dour - drop - duly - lord - loud - ploy - poly - pour - prod - your - proud - proudly,,,
1,2033,cue - due - see - sue - use - cede - scud - deuce - suede - seduce,,,
2,2034,ante - gate - gent - gnat - neat - tang - tent - agent - tenant - tangent,,,
3,2035,elf - fir - ill - ire - lie - ref - fell - file - fill - fire - life - rife - rile - flier - rifle - refill,,,
4,2036,mitt - mote - mute - mutt - omit - tome - tote - tout - totem - timeout,,,
5,2037,egos - goes - logs - lope - lops - lose - pegs - pole - pose - slog - slop - sole - slope - gospel,,,
6,2038,lore - love - over - role - rote - rove - tore - veto - vole - vote - lover - overt - trove - voter - revolt,,,
7,2039,atom - mart - moat - roam - roar - tram - armor - mortar,,,
8,2040,bard - boar - drab - road - bravo - broad - aboard - abroad - bravado,,,
9,2041,aunt - auto - moan - tuna - unto - mount - amount,,,
10,2042,cued - cues - cuss - dues - hues - shed - such - suds - sued - sues - used - uses - chess - duchess,,,
11,2043,onto - poor - port - root - toon - troop - proton,,,
12,2044,area - ever - gave - gear - rage - rave - veer - agave - agree - eager - grave - verge - ravage - average,,,
13,2045,doer - gore - ogre - redo - rode - dodge - odder - dodger,,,
14,2046,iota - riot - tart - tort - trio - trot - ratio - tarot - trait - traitor,,,
15,2047,ago - gap - nag - nap - oar - pan - par - pro - rag - pang - para - rang - roan - apron - argon - groan - organ - pagan - prong - paragon,,,
16,2048,ires - rise - ruse - seer - sire - size - sure - user - reuse - seize - seizure,,,
1,2049,fin - fit - lit - nil - nit - tic - til - tin - flit - lift - lint - flint - inflict,,,
2,2050,able - babe - bade - bald - bale - bead - bled - dale - deal - lead - blade - dabble,,,
3,2051,rite - tier - tire - true - rivet - virtue,,,
4,2052,ant - ate - eat - net - nut - tan - tau - ten - tie - ante - anti - aunt - neat - tine - tuna - tune - unit - unite - untie - auntie,,,
5,2053,hour - ouch - ours - rush - sour - such - crush - scour - chorus,,,
6,2054,chin - hymn - inch - mice - mine - nice - chime - mince - niche - chimney,,,
7,2055,cog - eel - gee - gel - leg - log - cell - clog - glee - ogle - cello - college,,,
8,2056,dole - dove - lode - delve - evolve - devolve,,,
9,2057,ego - foe - fog - for - fro - goo - ore - fore - frog - goof - gore - ogre - roof - forge - forgo - forego,,,
10,2058,gels - glen - isle - legs - lens - lien - lies - line - sign - sine - sing - singe - sling - single,,,
11,2059,hiss - hits - sets - site - sits - this - ties - heist - thesis,,,
12,2060,bolo - boom - boos - boss - lobs - loom - loss - mobs - moos - moss - slob - sobs - solo - bloom - bosom - blossom,,,
13,2061,bag - bar - bra - bug - gal - lab - lag - lug - rag - rub - rug - blur - brag - burg - burr - garb - grab - grub - rural - burglar,,,
14,2062,clip - cult - curl - curt - trip - tulip - culprit,,,
15,2063,coil - core - lice - rice - roil - relic - recoil,,,
16,2064,art - oar - oat - rat - rot - tar - too - tot - roar - root - tart - toot - tort - trot - rotor - tarot - orator - rotator,,,
1,2065,core - croc - rote - tore - retro - rector - correct,,,
2,2066,dire - fire - grid - ride - rife - dirge - fried - grief - ridge - fridge,,,
